Time,Filt_X,Filt_Y,Filt_Z
1779986240.013,-0.9449,-0.3386,0.3429
1779986240.114,-0.9565,-0.3393,0.3590
1779986240.213,-0.9678,-0.3229,0.3732
1779986240.314,-0.9703,-0.3111,0.3859
1779986240.414,-0.9789,-0.3005,0.4042
1779986240.514,-0.9557,-0.3069,0.4115
1779986240.613,-0.9586,-0.3171,0.4003
1779986240.715,-0.9678,-0.3196,0.3946
1779986240.814,-0.9366,-0.3035,0.3918
1779986240.913,-0.9046,-0.2915,0.3972
1779986241.029,-0.8814,-0.2725,0.4195
1779986241.114,-0.8937,-0.2603,0.4489
1779986241.214,-0.8975,-0.2498,0.4809
1779986241.314,-0.9321,-0.2481,0.4933
1779986241.414,-0.9567,-0.2567,0.4835
1779986241.514,-0.9451,-0.2590,0.4710
1779986241.614,-0.9418,-0.2597,0.4780
1779986241.714,-0.9490,-0.2516,0.4807
1779986241.814,-0.9172,-0.2414,0.4948
1779986241.913,-0.8933,-0.2394,0.5005
1779986242.013,-0.8967,-0.2475,0.4957
1779986242.116,-0.9065,-0.2579,0.4863
1779986242.213,-0.9091,-0.2602,0.4886
1779986242.313,-0.9181,-0.2605,0.4896
1779986242.416,-0.9118,-0.2604,0.4967
1779986242.513,-0.9019,-0.2520,0.4997
1779986242.613,-0.9081,-0.2583,0.4875
1779986242.714,-0.9096,-0.2515,0.4819
1779986242.813,-0.9017,-0.2500,0.4864
1779986242.914,-0.9082,-0.2497,0.4885
1779986243.014,-0.8931,-0.2414,0.4896
1779986243.113,-0.8731,-0.2313,0.4900
1779986243.213,-0.8772,-0.2293,0.4768
1779986243.313,-0.8620,-0.2291,0.4844
1779986243.414,-0.8589,-0.2377,0.4814
1779986243.513,-0.8837,-0.2481,0.4668
1779986243.613,-0.8979,-0.2503,0.4473
1779986243.714,-0.9175,-0.2589,0.4394
1779986243.816,-0.9215,-0.2607,0.4435
