timestamp,input_source,raw_x,raw_y,raw_z,filtered_x,filtered_y,filtered_z,vx,vy,vz,quality,valid,accepted,rejection_reason,accepted_count,outlier_count,invalid_count,mahalanobis_distance,implied_speed
1780529230.061443,python_udp,0.320000,0.130000,0.500000,0.305877,0.142793,0.533343,0.099401,-0.122117,-0.211431,33.000000,1,1,accepted,96,0,0,0.007384,0.746946
1780529230.160600,python_udp,0.310000,0.150000,0.530000,0.312682,0.141049,0.520460,0.091502,-0.095749,-0.192815,90.000000,1,1,accepted,97,0,0,0.001104,0.269769
1780529230.268123,python_udp,0.370000,0.100000,0.470000,0.347797,0.114508,0.486711,0.156908,-0.138487,-0.225423,36.000000,1,1,accepted,98,0,0,0.007168,0.654438
1780529230.360888,python_udp,0.370000,0.100000,0.460000,0.366998,0.100304,0.462234,0.165751,-0.139382,-0.229783,34.000000,1,1,accepted,99,0,0,0.000098,0.077603
1780529230.461121,python_udp,0.360000,0.110000,0.470000,0.370866,0.099106,0.453522,0.133742,-0.107290,-0.197629,38.000000,1,1,accepted,100,0,0,0.003088,0.453815
1780529230.560418,python_udp,0.360000,0.100000,0.460000,0.371174,0.094642,0.445936,0.100827,-0.091507,-0.170185,33.000000,1,1,accepted,101,0,0,0.002086,0.375669
1780529230.660075,python_udp,0.360000,0.110000,0.460000,0.369798,0.098703,0.443341,0.071963,-0.058228,-0.137677,36.000000,1,1,accepted,102,0,0,0.002997,0.449291
1780529230.762301,python_udp,0.360000,0.160000,0.420000,0.367834,0.129061,0.425131,0.048887,0.032913,-0.147689,38.000000,1,1,accepted,103,0,0,0.008939,0.698968
1780529230.873393,python_udp,0.350000,0.180000,0.400000,0.360474,0.158036,0.405554,0.018033,0.097613,-0.158526,37.000000,1,1,accepted,104,0,0,0.005256,0.537960
1780529230.961792,python_udp,0.320000,0.200000,0.460000,0.339488,0.185156,0.422322,-0.039374,0.141340,-0.085004,46.000000,1,1,accepted,105,0,0,0.010613,0.881266
1780529231.091531,python_udp,0.340000,0.170000,0.460000,0.337949,0.183501,0.435250,-0.033333,0.101567,-0.036709,39.000000,1,1,accepted,106,0,0,0.003951,0.548647
1780529231.184397,python_udp,0.400000,0.140000,0.440000,0.369861,0.164734,0.435487,0.055451,0.028706,-0.027902,44.000000,1,1,accepted,107,0,0,0.013269,0.850012
1780529231.261226,python_udp,0.380000,0.150000,0.510000,0.377882,0.158115,0.468568,0.061689,0.004801,0.052946,42.000000,1,1,accepted,108,0,0,0.007147,0.794156
1780529231.369369,python_udp,0.350000,0.140000,0.610000,0.365696,0.148571,0.537035,0.015452,-0.020448,0.195325,49.000000,1,1,accepted,109,0,0,0.023047,1.415578
1780529231.461179,python_udp,0.330000,0.130000,0.600000,0.347167,0.137618,0.576722,-0.035117,-0.042889,0.240749,35.000000,1,1,accepted,110,0,0,0.005124,0.595516
1780529231.563183,python_udp,0.290000,0.080000,0.600000,0.314732,0.104582,0.600427,-0.107973,-0.115304,0.239916,44.000000,1,1,accepted,111,0,0,0.010553,0.756536
