Time,Filt_X,Filt_Y,Filt_Z
1780084681.180,4.5963,3.0357,3.7722
1780084681.277,4.5954,3.0287,3.8139
1780084681.279,4.5945,3.0217,3.8556
1780084681.383,4.5936,3.0147,3.8973
1780084681.407,4.5927,3.0076,3.9390
1780084681.477,4.5918,3.0006,3.9807
1780084681.479,4.5909,2.9936,4.0224
1780084681.577,4.5900,2.9866,4.0642
1780084681.579,4.5891,2.9795,4.1059
1780084681.678,4.5883,2.9725,4.1476
1780084681.692,4.5874,2.9655,4.1893
1780084681.777,4.5865,2.9585,4.2310
1780084681.779,4.5856,2.9514,4.2727
1780084681.876,4.5847,2.9444,4.3145
1780084681.878,4.5838,2.9374,4.3562
1780084681.977,4.5829,2.9304,4.3979
1780084681.979,4.5820,2.9233,4.4396
1780084682.086,4.5811,2.9163,4.4813
1780084682.116,4.5802,2.9093,4.5230
1780084682.176,4.5794,2.9023,4.5648
1780084682.178,4.5785,2.8952,4.6065
1780084682.276,4.5776,2.8882,4.6482
1780084682.278,4.5767,2.8812,4.6899
1780084682.380,4.5758,2.8741,4.7316
1780084682.390,4.5749,2.8671,4.7733
1780084682.477,4.5740,2.8601,4.8150
1780084682.479,4.5731,2.8531,4.8568
1780084682.577,4.5722,2.8460,4.8985
1780084682.579,4.5713,2.8390,4.9402
1780084682.680,4.5704,2.8320,4.9819
1780084682.777,4.5696,2.8250,5.0236
1780084682.814,4.5687,2.8179,5.0653
1780084682.878,4.5678,2.8109,5.1071
1780084682.880,4.5669,2.8039,5.1488
1780084682.977,4.5660,2.7969,5.1905
1780084682.978,4.5651,2.7898,5.2322
1780084683.102,4.5642,2.7828,5.2739
1780084683.178,4.5633,2.7758,5.3156
1780084683.180,4.5624,2.7688,5.3574
1780084683.277,4.5615,2.7617,5.3991
1780084683.279,4.5607,2.7547,5.4408
1780084683.378,4.5598,2.7477,5.4825
1780084683.382,4.5589,2.7407,5.5242
1780084683.478,4.5580,2.7336,5.5659
1780084683.480,4.5571,2.7266,5.6076
1780084683.576,4.5562,2.7196,5.6494
1780084683.578,4.5553,2.7126,5.6911
1780084683.678,4.5544,2.7055,5.7328
1780084683.680,4.5535,2.6985,5.7745
1780084683.778,4.5526,2.6915,5.8162
1780084683.803,4.5517,2.6845,5.8579
1780084683.877,4.5509,2.6774,5.8997
1780084683.878,4.5500,2.6704,5.9414
1780084683.977,4.5491,2.6634,5.9831
1780084683.979,4.5482,2.6564,6.0248
1780084684.078,4.5473,2.6493,6.0665
1780084684.083,4.5464,2.6423,6.1082
1780084684.177,4.5455,2.6353,6.1500
1780084684.179,4.5446,2.6283,6.1917
1780084684.278,4.5437,2.6212,6.2334
1780084684.280,4.5428,2.6142,6.2751
1780084684.377,4.5420,2.6072,6.3168
1780084684.379,4.5411,2.6002,6.3585
1780084684.478,4.5402,2.5931,6.4002
1780084684.501,4.5393,2.5861,6.4420
1780084684.577,4.5384,2.5791,6.4837
1780084684.579,4.5375,2.5720,6.5254
1780084684.677,4.5366,2.5650,6.5671
1780084684.679,4.5357,2.5580,6.6088
1780084684.778,4.5348,2.5510,6.6505
1780084684.782,4.5339,2.5439,6.6923
1780084684.877,4.5330,2.5369,6.7340
1780084684.879,4.5322,2.5299,6.7757
1780084684.977,4.5313,2.5229,6.8174
1780084684.979,4.5304,2.5158,6.8591
1780084685.077,4.5295,2.5088,6.9008
1780084685.079,4.5286,2.5018,6.9426
1780084685.180,4.5277,2.4948,6.9843
1780084685.208,4.5268,2.4877,7.0260
1780084685.277,4.5259,2.4807,7.0677
1780084685.279,4.5250,2.4737,7.1094
1780084685.377,4.5241,2.4667,7.1511
1780084685.378,4.5233,2.4596,7.1928
1780084685.479,4.5224,2.4526,7.2346
1780084685.490,4.5215,2.4456,7.2763
1780084685.577,4.5206,2.4386,7.3180
1780084685.579,4.5197,2.4315,7.3597
1780084685.677,4.5188,2.4245,7.4014
1780084685.679,4.5179,2.4175,7.4431
1780084685.778,4.5170,2.4105,7.4849
1780084685.780,4.5161,2.4034,7.5266
1780084685.877,4.5152,2.3964,7.5683
1780084685.913,4.5143,2.3894,7.6100
1780084685.977,4.5135,2.3824,7.6517
1780084685.978,4.5126,2.3753,7.6934
1780084686.077,4.5117,2.3683,7.7352
1780084686.078,4.5108,2.3613,7.7769
1780084686.179,4.5099,2.3543,7.8186
1780084686.199,4.5090,2.3472,7.8603
1780084686.277,4.5081,2.3402,7.9020
1780084686.280,4.5072,2.3332,7.9437
1780084686.378,4.5063,2.3262,7.9854
1780084686.380,4.5054,2.3191,8.0272
1780084686.479,4.5046,2.3121,8.0689
1780084686.577,4.5037,2.3051,8.1106
1780084686.611,4.5028,2.2980,8.1523
1780084686.677,4.5019,2.2910,8.1940
1780084686.679,4.5010,2.2840,8.2357
1780084686.778,4.5001,2.2770,8.2775
1780084686.780,4.4992,2.2699,8.3192
1780084686.878,4.4983,2.2629,8.3609
1780084686.901,4.4974,2.2559,8.4026
1780084686.977,4.4965,2.2489,8.4443
1780084686.979,4.4956,2.2418,8.4860
1780084687.078,4.4948,2.2348,8.5278
1780084687.080,4.4939,2.2278,8.5695
1780084687.177,4.4930,2.2208,8.6112
